age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
49,Male,Rural,1162731,750,977164,12,7,5,0
51,Male,Rural,1144893,469,908604,24,5,4,0
45,Female,Urban,640624,537,155984,24,16,0,0
32,Male,Urban,1199538,762,876856,60,22,5,0
47,Female,Rural,1764103,699,481508,48,6,1,0
54,Male,Urban,1467081,465,237919,48,32,4,0
46,Male,Urban,1069368,719,109312,36,6,2,1
39,Male,Urban,451522,696,845548,12,31,4,0
21,Male,Urban,832680,486,278567,48,28,3,0
37,Male,Rural,1745279,563,789922,12,29,3,0
49,Male,Urban,1340102,386,574378,72,12,4,0
53,Male,Urban,956503,532,55359,60,37,5,0
21,Male,Urban,971461,608,471550,12,17,2,1
44,Female,Urban,1523118,432,375760,24,29,0,0
34,Female,Urban,1693452,772,825309,72,20,0,1
29,Male,Urban,1544269,603,454735,72,37,5,0
39,Female,Urban,257092,579,554918,12,29,5,0
34,Female,Urban,1256599,500,977022,48,17,2,0
27,Male,Urban,1981659,790,527883,48,33,5,0
18,Female,Rural,659677,597,334243,48,28,5,0
39,Female,Urban,136349,436,692164,48,19,2,0
43,Male,Urban,1809598,747,90191,72,30,0,1
35,Female,Rural,119485,496,745833,12,35,4,0
31,Female,Urban,218337,390,172129,48,18,2,0
64,Male,Urban,586150,360,508915,24,12,3,0
46,Male,Rural,865088,371,184365,36,12,3,0
29,Female,Urban,660495,751,324868,48,5,3,0
53,Female,Rural,1805318,498,642892,60,22,0,0
52,Male,Urban,833733,582,614285,36,27,4,0
29,Male,Rural,1134963,450,176148,12,0,2,0
24,Female,Urban,1973298,339,72465,24,5,5,0
46,Male,Rural,729384,670,508889,72,38,0,0
28,Female,Rural,1730037,776,881417,24,39,0,1
50,Male,Urban,163391,357,674432,60,32,0,0
23,Male,Urban,1343805,847,795578,48,20,5,0
64,Male,Rural,165669,552,526854,60,12,4,0
32,Male,Urban,301404,715,994170,48,16,0,0
49,Male,Urban,210544,538,670618,48,30,3,0
28,Female,Rural,1940804,683,428930,24,15,3,0
40,Female,Urban,913646,706,84453,24,39,2,1
43,Male,Rural,1256347,467,471674,72,16,2,0
51,Female,Rural,1685357,410,754263,48,7,4,0
63,Male,Rural,1138483,731,732877,72,24,2,0
51,Male,Urban,1190043,595,917330,24,30,1,1
46,Male,Urban,615869,584,230904,24,27,0,1
21,Male,Rural,952497,600,356599,24,39,3,0
34,Female,Urban,1970014,808,195337,48,37,1,1
52,Female,Urban,450140,845,159201,48,7,4,0
30,Male,Rural,1569624,389,707713,36,1,5,0
58,Female,Urban,559157,799,457509,24,8,4,0
56,Male,Urban,361336,826,155482,48,19,0,1
32,Male,Urban,1283831,881,373009,24,3,5,0
46,Male,Urban,530686,370,999397,36,34,2,0
46,Female,Urban,236624,653,450744,36,31,1,0
28,Male,Urban,1218481,481,548238,12,8,2,0
49,Female,Rural,983681,424,821186,48,29,5,0
19,Male,Urban,501468,409,343582,36,0,1,0
64,Male,Urban,1517297,685,838103,48,31,0,1
31,Female,Urban,1293037,463,740770,48,36,4,0
37,Male,Urban,1774947,839,680344,24,17,4,1
39,Female,Urban,1246758,514,310676,48,37,0,0
28,Female,Rural,333350,402,790167,24,21,4,0
44,Female,Rural,383968,703,148016,24,18,4,0
20,Male,Urban,770579,464,797632,24,15,3,0
34,Male,Rural,1767607,870,776030,72,20,5,0
61,Female,Urban,241983,343,428766,60,38,2,0
45,Female,Rural,1768361,439,215224,48,3,5,0
46,Female,Urban,1282758,331,137814,72,14,0,0
38,Male,Rural,875042,548,164900,36,11,2,0
64,Male,Rural,1795851,842,165097,48,15,4,0
33,Female,Rural,877954,829,577680,12,28,2,0
54,Male,Urban,1359076,712,466690,48,24,0,0
37,Male,Urban,1987494,831,416425,60,12,2,1
23,Male,Urban,756381,330,500457,72,19,0,0
36,Male,Urban,1191979,690,408525,12,33,0,1
22,Female,Urban,1487798,523,641195,12,18,3,0
20,Female,Urban,725598,802,675160,24,10,3,1
18,Male,Urban,1996976,854,957122,36,28,5,1
55,Male,Urban,532461,808,700700,12,27,2,0
32,Female,Urban,487298,348,76116,60,18,2,0
51,Male,Urban,101215,662,290401,36,17,1,0
52,Female,Urban,346080,314,389508,48,28,5,0
42,Female,Urban,1624763,645,173286,60,19,3,1
41,Female,Rural,136153,767,165931,72,27,3,0
29,Female,Urban,1826481,792,564532,36,7,2,1
35,Male,Rural,639116,538,944660,60,39,3,0
32,Female,Urban,778699,376,684970,12,39,5,0
61,Male,Rural,1357023,532,51251,24,34,0,0
33,Male,Rural,1270980,745,190260,24,4,3,0
44,Male,Urban,724130,470,410097,36,40,3,0
25,Male,Urban,139181,833,846749,24,24,0,0
63,Male,Urban,539270,572,698366,12,19,0,0
42,Male,Urban,1384230,324,948501,72,6,3,0
34,Female,Urban,1454239,545,882282,60,27,1,0
46,Female,Rural,1970224,848,396120,24,24,2,0
25,Male,Urban,1803877,773,628762,72,27,0,1
32,Female,Rural,563954,612,977364,12,37,3,0
44,Male,Urban,806254,768,791578,60,12,4,0
63,Female,Urban,191814,654,855378,12,29,1,0
24,Male,Urban,588068,758,514217,36,38,2,0
20,Female,Urban,710382,815,718557,60,7,1,0
46,Male,Rural,1936339,357,643672,60,2,0,0
61,Female,Urban,340236,471,464711,12,15,5,0
41,Male,Rural,764601,629,352800,72,15,0,0
20,Male,Rural,331590,572,387328,24,22,2,0
37,Male,Urban,1911116,529,827785,72,9,3,0
63,Male,Urban,879806,445,510141,36,5,0,0
32,Female,Rural,641132,736,892199,72,18,4,0
42,Female,Urban,1065782,574,166557,24,37,4,0
47,Male,Urban,1059527,868,616774,48,25,3,1
31,Female,Urban,604607,634,904396,72,17,4,0
24,Male,Rural,824836,599,349910,72,26,4,0
34,Female,Urban,1079715,446,573916,36,19,5,0
61,Male,Rural,1610992,848,768626,36,5,1,1
37,Female,Rural,703475,357,466444,12,16,1,0
53,Male,Urban,184141,567,571054,12,29,4,0
26,Female,Urban,1401066,331,413557,36,15,4,0
55,Male,Urban,1368265,709,93684,36,24,4,0
65,Female,Urban,807680,730,65348,60,15,4,0
39,Female,Urban,1288006,900,870700,24,5,0,1
19,Male,Urban,1351525,521,820629,72,36,3,0
41,Female,Rural,419078,350,855080,12,6,0,0
25,Female,Urban,696407,761,878484,60,40,2,0
28,Female,Rural,985294,872,559257,72,31,2,0
30,Female,Urban,415045,758,113872,72,16,3,1
34,Female,Rural,1952945,896,299612,48,26,3,1
25,Female,Urban,333985,577,196532,36,2,4,0
38,Female,Rural,1041672,752,988578,72,27,3,0
35,Male,Urban,1006341,339,835497,12,33,4,0
47,Female,Urban,1710933,865,825611,36,28,5,0
35,Female,Urban,1770864,464,689855,60,3,0,0
63,Female,Urban,1262071,546,67457,36,26,2,0
64,Male,Urban,1937469,637,393730,36,19,1,1
48,Male,Rural,1446026,823,70457,60,11,0,1
55,Female,Urban,1008503,704,446152,24,34,2,0
49,Female,Urban,1007011,339,670600,60,9,5,0
28,Male,Urban,1328494,329,637201,36,13,1,0
62,Male,Rural,113880,596,140558,24,21,1,0
42,Male,Urban,1896637,602,65912,60,40,3,1
50,Female,Urban,962458,559,548642,60,23,5,0
55,Male,Urban,1314172,731,263323,72,25,0,1
58,Female,Rural,1823051,612,342898,72,10,3,0
25,Female,Urban,861836,541,948271,12,19,1,0
28,Female,Urban,1210260,827,320260,60,7,0,1
39,Male,Urban,1008492,791,647580,36,28,5,0
41,Female,Urban,1501319,610,168755,12,8,1,1
58,Female,Urban,1314364,445,271120,24,37,2,0
34,Male,Urban,1983993,450,191088,12,5,1,0
29,Male,Rural,1717955,762,215556,48,27,1,1
63,Female,Urban,258818,310,614227,24,25,4,0
49,Female,Urban,296976,726,851911,48,8,2,0
32,Female,Urban,521807,600,65105,36,25,2,0
33,Male,Urban,1492530,338,231767,72,24,2,0
39,Male,Urban,1968734,890,111007,24,5,3,0
45,Male,Urban,321441,764,502168,24,20,3,0
37,Female,Urban,1472660,451,997066,12,20,1,0
50,Female,Rural,1259821,591,174661,48,40,2,0
27,Male,Urban,1892719,815,285974,48,26,4,0
57,Male,Urban,1672464,896,332855,12,10,1,0
49,Female,Urban,453891,861,218316,12,19,5,1
50,Female,Urban,1712903,647,625696,72,16,2,0
19,Male,Rural,747144,863,549485,12,33,2,0
50,Female,Rural,1796222,561,481018,12,21,3,0
50,Female,Urban,464783,601,355334,72,15,2,0
58,Male,Urban,1740815,744,525918,72,20,4,0
30,Male,Urban,1734032,588,137366,60,12,2,1
47,Male,Urban,271298,680,845458,12,33,4,0
50,Male,Rural,1213045,695,307686,12,6,1,1
30,Female,Urban,671540,586,420458,12,31,3,0
43,Male,Urban,1702267,845,980735,72,12,2,1
39,Male,Urban,1980464,331,80652,60,31,1,0
56,Female,Rural,251025,834,612703,36,18,2,0
19,Male,Urban,1276145,880,800221,36,23,2,1
55,Female,Urban,1501119,851,547587,12,39,0,1
56,Male,Urban,568630,678,654757,24,4,0,0
43,Male,Urban,841509,330,163521,72,27,3,0
63,Female,Urban,1678780,695,998115,60,16,3,0
32,Male,Urban,1318366,597,802185,12,39,5,0
51,Female,Urban,863333,569,923244,60,29,1,0
59,Male,Urban,628608,778,259539,60,10,1,0
61,Female,Urban,1019535,524,227630,72,14,0,0
57,Female,Urban,1888752,813,776221,36,35,4,1
28,Male,Rural,1608227,714,450772,72,9,4,0
20,Female,Urban,1443215,738,245621,48,19,4,1
23,Male,Urban,1661401,334,585107,48,29,0,0
26,Female,Urban,1646142,326,873498,48,34,3,0
23,Male,Urban,870458,374,971973,12,34,4,0
26,Female,Urban,1304597,699,986408,48,31,4,0
56,Male,Urban,1064692,671,248155,12,11,3,0
48,Female,Rural,1824499,645,955267,24,6,5,0
49,Female,Rural,1067137,643,154798,72,17,1,0
58,Female,Urban,599030,495,559670,36,27,2,0
29,Male,Urban,1869743,759,600879,24,10,2,0
25,Female,Urban,1388197,509,509594,12,33,3,0
25,Male,Urban,1938543,827,911254,24,34,1,1
45,Male,Urban,1824934,597,770759,72,11,5,0
37,Male,Urban,1785517,703,987793,48,11,3,1
64,Male,Urban,1970850,489,262288,24,14,0,0
24,Female,Urban,863616,671,883112,60,39,4,0
28,Male,Urban,1599952,406,472728,60,18,2,0
37,Female,Rural,1877651,743,177603,36,39,1,0
33,Male,Urban,1443267,596,914604,24,9,4,0
21,Male,Rural,1427900,684,898137,12,7,3,1
23,Female,Urban,697990,827,498090,36,21,0,1
39,Male,Urban,1560710,687,121698,48,20,2,1
43,Male,Urban,1526599,609,626338,48,19,3,0
20,Male,Rural,657992,328,549316,60,4,1,0
58,Male,Urban,946229,493,930244,36,0,3,0
59,Female,Urban,1276014,362,770147,48,26,0,0
31,Male,Rural,929571,793,490732,24,35,0,1
28,Male,Urban,1292441,569,188868,36,32,0,0
35,Female,Rural,1154673,471,958226,24,25,0,0
29,Female,Rural,307480,428,923749,24,13,3,0
40,Male,Urban,1556363,652,197932,72,21,4,0
29,Female,Rural,460470,447,293222,24,31,2,0
30,Male,Urban,473349,378,389879,36,10,2,0
42,Male,Rural,201507,519,703686,36,28,5,0
62,Male,Urban,542819,704,996905,60,37,4,0
36,Female,Urban,231345,386,235262,36,28,1,0
63,Male,Rural,1504447,703,761284,72,9,1,1
53,Female,Urban,1093940,416,737806,12,0,1,0
62,Male,Rural,124741,801,855717,36,38,4,0
25,Male,Urban,1597497,890,734965,72,19,3,0
46,Female,Urban,305096,473,77272,60,29,2,0
49,Male,Rural,927056,405,286500,36,33,3,0
61,Male,Urban,288244,396,385459,12,30,2,0
35,Male,Rural,945802,777,317953,36,38,2,1
23,Male,Urban,1293052,847,829964,60,29,1,1
35,Male,Rural,746772,860,710975,12,38,0,1
36,Male,Rural,1944136,721,693811,60,13,5,1
39,Male,Urban,1340042,900,724655,72,34,1,1
54,Male,Rural,1599231,710,437423,48,24,0,1
49,Female,Urban,1837274,624,603085,24,28,2,1
58,Male,Rural,1032739,768,323212,60,39,5,0
20,Male,Urban,976684,726,441062,48,0,3,0
45,Female,Urban,941020,654,447849,36,34,0,1
27,Female,Urban,565458,625,91077,12,20,3,0
52,Male,Urban,1535554,308,94495,72,16,3,0
46,Male,Rural,787093,390,188469,60,13,3,0
32,Female,Urban,919966,585,330816,12,9,2,0
50,Male,Urban,1281274,442,422738,72,9,5,0
24,Female,Urban,944608,715,206140,48,0,3,1
29,Female,Urban,457680,360,957457,72,11,3,0
47,Female,Urban,1990480,593,405491,72,14,5,0
38,Male,Urban,809222,639,150168,60,14,3,0
48,Female,Urban,1640749,485,217802,36,32,5,0
41,Female,Rural,702141,391,371751,36,5,2,0
37,Female,Rural,1795885,530,670016,72,29,2,0
54,Male,Urban,1973610,836,864043,36,27,3,1
21,Female,Urban,294782,438,772886,24,30,0,0
45,Female,Rural,1219736,489,229289,36,16,0,0
61,Female,Rural,1012219,883,309885,24,32,2,1
37,Female,Rural,987613,652,329872,60,20,0,1
41,Male,Urban,759966,338,926136,60,22,3,0
49,Female,Urban,1393314,372,60092,48,2,1,0
58,Male,Urban,1496165,321,330168,48,27,4,0
53,Female,Rural,1000646,330,690930,12,27,3,0
51,Male,Urban,564146,589,884551,60,16,5,0
53,Male,Urban,1127432,377,416991,12,36,4,0
19,Female,Urban,835329,742,886142,48,13,1,0
32,Male,Urban,1178235,736,926658,12,15,3,0
51,Female,Urban,415851,660,752300,48,24,4,0
53,Female,Urban,1835807,353,746084,24,2,3,0
23,Male,Urban,1354566,670,105273,48,4,4,1
56,Male,Urban,1947561,881,905432,60,5,1,1
59,Female,Rural,1352339,396,219948,60,30,0,0
29,Male,Urban,1012302,829,463387,24,3,4,0
20,Female,Rural,1886239,693,255063,24,2,2,0
62,Female,Urban,1412918,335,623769,48,3,4,0
35,Female,Urban,706778,617,520497,60,38,0,0
57,Female,Urban,847737,669,990206,48,34,5,0
38,Female,Urban,1331442,350,88099,48,9,0,0
32,Female,Urban,678661,586,555551,72,4,5,0
50,Female,Urban,1185075,895,638713,24,13,4,0
52,Female,Urban,119372,542,128188,48,33,1,0
43,Male,Rural,818609,590,826586,48,1,2,0
25,Male,Rural,892906,712,994696,24,14,1,1
53,Female,Urban,1591705,521,369215,72,33,0,0
65,Female,Rural,1736056,330,687278,24,3,1,0
47,Male,Urban,910218,367,662775,36,11,3,0
40,Male,Rural,520352,781,79426,48,12,5,0
59,Female,Urban,1608255,395,721393,72,8,1,0
61,Male,Urban,1691392,524,335059,36,3,4,0
31,Male,Urban,1769055,848,999497,72,30,3,1
31,Male,Urban,789926,645,439935,72,5,4,0
19,Female,Rural,615422,522,378063,24,6,0,0
54,Male,Urban,978681,583,782841,72,17,5,0
22,Male,Urban,1487718,553,726965,60,37,1,0
55,Male,Urban,1094403,419,342288,36,29,1,0
62,Male,Urban,533581,437,840321,12,21,3,0
58,Female,Rural,153399,627,754121,12,13,3,0
64,Female,Rural,1424612,894,676221,72,35,2,1
31,Male,Rural,178549,839,530087,36,11,1,0
56,Male,Urban,1755234,387,924537,12,7,2,0
42,Female,Urban,1436113,672,395932,60,24,1,1
37,Male,Urban,1122199,690,543285,48,10,5,1
19,Female,Urban,1796698,639,521177,60,24,4,0
56,Male,Urban,284804,813,204393,12,15,0,1
23,Male,Urban,958553,565,733901,72,16,3,0
34,Male,Rural,261765,381,663761,48,27,3,0
42,Female,Urban,1971661,697,122928,12,3,0,1
45,Male,Urban,341349,657,562347,36,33,2,0
19,Male,Urban,184467,480,790698,60,25,1,0
52,Male,Urban,1725048,814,650773,48,5,3,0
54,Male,Urban,995254,859,988684,24,20,1,1
22,Male,Urban,850091,435,511241,60,7,1,0
18,Male,Rural,1201467,564,639050,24,3,2,0
57,Male,Rural,1297241,502,949634,36,10,2,0
29,Female,Rural,984459,781,177568,72,33,1,1
53,Female,Urban,1403356,586,720975,12,1,1,0
62,Male,Urban,571527,432,894256,36,18,0,0
40,Male,Urban,1292159,396,267934,24,38,4,0
64,Female,Urban,1431126,393,354301,48,2,2,0
48,Male,Urban,1336467,393,826706,36,8,1,0
28,Male,Rural,150136,594,483993,12,30,3,0
27,Female,Urban,1010881,315,139948,48,38,1,0
20,Female,Urban,1999357,773,371094,48,11,3,1
31,Male,Rural,1455876,759,452979,12,11,2,1
33,Male,Urban,111005,510,650755,48,8,3,0
27,Female,Urban,1635249,858,440187,72,38,4,1
46,Male,Rural,245271,742,794021,72,31,4,0
27,Female,Urban,1011352,398,972078,60,4,0,0
29,Male,Rural,1651010,319,638045,48,7,1,0
47,Male,Urban,1454159,320,272896,24,31,5,0
58,Female,Rural,1022148,480,938773,60,21,4,0
18,Female,Urban,1485983,784,600482,36,23,3,1
22,Female,Urban,634917,860,903146,48,26,3,0
37,Male,Urban,139122,699,251157,12,40,2,0
25,Female,Urban,798239,571,181073,60,16,1,0
60,Female,Rural,826101,322,815945,48,31,0,0
29,Female,Urban,138392,407,831900,24,37,1,0
18,Female,Rural,1803391,323,382278,72,29,0,0
37,Male,Urban,1537274,752,305163,48,35,2,1
45,Male,Rural,1892207,840,591884,48,27,1,0
60,Female,Urban,928377,414,75895,60,18,3,0
54,Female,Urban,472006,693,680541,72,17,4,0
64,Male,Rural,1235363,884,107566,24,19,3,1
54,Male,Rural,1028655,895,221096,48,9,0,1
29,Female,Rural,1213907,703,656917,60,10,4,1
54,Male,Urban,119056,401,866459,12,39,3,0
61,Female,Urban,521138,565,136466,48,33,5,0
45,Male,Urban,1320187,382,938430,36,38,4,0
64,Female,Rural,701464,595,646209,12,37,0,0
32,Male,Urban,588208,545,153574,48,16,4,0
23,Male,Urban,193356,560,86288,12,22,3,0
61,Male,Rural,1295137,451,919454,36,6,5,0
37,Female,Rural,1848865,673,956992,12,5,0,1
31,Female,Rural,803063,645,121143,48,23,0,0
19,Female,Rural,925077,794,735644,72,7,2,1
26,Male,Urban,340182,417,972021,36,3,1,0
54,Female,Urban,1364474,673,992733,72,16,5,0
37,Female,Rural,478883,428,739042,72,1,0,0
43,Female,Urban,1435791,502,289752,72,21,4,0
46,Female,Urban,516122,498,966827,72,35,3,0
18,Male,Rural,1431555,376,773956,24,15,1,0
52,Female,Rural,350323,746,430704,60,20,3,0
23,Female,Rural,448597,725,482044,60,39,1,0
54,Female,Urban,792187,807,306294,48,7,1,1
22,Female,Urban,141787,351,289392,60,6,2,0
50,Male,Rural,156860,477,184659,60,6,1,0
31,Female,Urban,1136988,748,180841,48,3,1,1
29,Female,Rural,1385107,412,710504,48,24,0,0
59,Male,Rural,333517,535,199730,12,5,1,0
37,Female,Urban,839447,465,707653,60,17,1,0
41,Male,Rural,1652017,850,755745,72,14,2,1
60,Male,Urban,476651,597,261360,12,20,5,0
51,Female,Urban,603544,679,791265,60,15,4,0
42,Male,Urban,987881,466,771820,60,23,5,0
46,Male,Rural,1508407,853,476728,24,10,2,0
56,Male,Urban,1803406,661,959703,60,6,0,1
48,Male,Urban,376752,753,832256,48,2,1,0
64,Male,Urban,862879,803,827793,60,36,3,1
60,Male,Rural,1524377,756,440595,36,40,4,0
40,Male,Urban,779018,597,454814,72,21,2,1
61,Male,Urban,802303,484,609303,24,25,0,0
55,Female,Urban,1275735,717,106413,12,3,5,0
37,Female,Rural,720888,422,869502,60,15,4,0
40,Female,Urban,1944019,536,421320,60,16,0,0
62,Female,Rural,1240294,743,430070,12,18,3,0
33,Male,Urban,1137843,726,746535,24,14,4,1
59,Female,Urban,1633596,360,293560,12,6,0,0
25,Female,Urban,723954,391,937487,60,1,2,0
38,Male,Urban,788586,533,436291,12,39,4,0
18,Male,Urban,1142656,830,724955,12,22,3,0
25,Male,Rural,383313,667,937843,60,7,2,0
46,Female,Urban,1916950,536,520541,24,0,1,0
49,Male,Urban,1266965,590,629562,48,16,1,1
55,Female,Urban,1761838,660,61058,24,38,4,1
22,Male,Rural,300350,437,267270,48,7,0,0
64,Male,Rural,1733804,541,296093,60,20,1,0
39,Female,Urban,1381079,591,312015,60,25,1,0
64,Female,Urban,380570,736,330731,48,30,2,1
51,Male,Urban,1656719,353,806266,60,32,1,0
18,Female,Rural,705458,827,946147,60,29,0,0
43,Male,Urban,1022437,349,387292,48,29,2,0
60,Female,Urban,668219,488,852989,12,35,3,0
27,Female,Urban,1246261,812,57084,72,20,1,0
47,Female,Rural,1055035,476,321440,24,40,0,0
35,Male,Urban,693487,518,394093,24,36,0,0
34,Male,Urban,1354513,555,484607,36,20,4,0
43,Female,Urban,140480,657,553399,60,28,5,0
25,Male,Urban,1175313,489,57568,12,7,3,0
64,Female,Rural,101000,759,501551,12,38,3,0
57,Female,Urban,671308,308,599675,60,4,0,0
29,Male,Urban,904271,784,165323,24,13,3,0
44,Female,Urban,1105045,488,338338,36,20,5,0
25,Male,Urban,1944594,322,77720,36,37,5,0
42,Female,Urban,1240249,596,740346,36,14,4,0
63,Female,Urban,1815968,627,696719,48,29,5,0
21,Female,Urban,240733,310,126761,72,6,4,0
50,Male,Urban,1824615,300,964043,48,26,3,0
18,Female,Urban,326665,476,469968,60,7,4,0
36,Female,Urban,1785378,624,455266,36,34,5,0
48,Male,Urban,704876,441,590780,12,40,3,0
33,Male,Urban,1750771,818,596934,48,38,5,0
31,Male,Urban,1910026,422,785467,48,30,3,0
65,Female,Urban,957334,743,594795,60,29,2,1
22,Female,Urban,1543699,835,279484,72,26,0,1
58,Female,Urban,1479844,538,675637,48,0,1,0
43,Female,Urban,1012300,454,594158,60,32,4,0
45,Male,Rural,1634219,306,226443,12,13,0,0
19,Male,Urban,1222095,737,554012,60,6,4,0
23,Male,Urban,1796208,771,290884,36,21,1,1
26,Male,Rural,1508013,756,750010,48,4,3,1
50,Female,Rural,459220,748,548163,24,20,0,0
58,Female,Urban,175993,402,342404,60,30,1,0
42,Female,Urban,246397,485,705284,12,26,4,0
65,Male,Rural,1392332,717,593242,36,14,1,1
30,Female,Rural,1478463,652,592603,60,22,4,0
26,Female,Rural,1686333,595,508966,36,16,5,0
30,Male,Urban,240043,816,487817,12,29,4,0
48,Female,Urban,1942275,821,526789,36,35,0,1
58,Male,Urban,1241842,783,934270,12,1,1,0
28,Female,Urban,886987,521,697772,48,1,0,0
21,Female,Urban,553784,884,780174,36,32,1,0
51,Female,Rural,403072,843,823512,24,19,5,0
55,Male,Rural,1777993,896,629597,24,9,4,0
63,Male,Urban,168628,804,968495,24,4,5,0
21,Male,Urban,1444761,581,366287,60,16,3,0
55,Female,Urban,625500,692,396630,48,38,2,0
36,Female,Urban,1965025,752,290005,48,17,3,0
23,Male,Rural,1895940,354,823338,12,8,0,0
51,Female,Urban,820404,355,738054,12,9,1,0
35,Male,Urban,1386937,355,994539,60,31,0,0
30,Male,Urban,1020223,463,415334,72,38,5,0
58,Female,Rural,848560,788,935641,72,17,3,1
40,Female,Urban,1368227,307,82080,36,23,2,0
36,Male,Urban,199366,446,979589,60,1,2,0
62,Male,Urban,837038,705,688013,24,15,5,0
28,Male,Rural,1633728,365,411230,48,14,3,0
18,Male,Urban,1335963,438,884957,12,19,5,0
41,Female,Rural,159533,494,816730,72,39,3,0
24,Female,Urban,534478,588,641670,72,39,1,0
42,Male,Urban,1481505,757,113580,12,6,5,0
38,Male,Urban,1761395,728,498401,48,17,1,1
32,Female,Urban,194553,494,972649,72,24,5,0
18,Female,Rural,270817,594,606078,24,12,1,0
29,Female,Rural,288591,720,815426,24,10,0,0
24,Male,Urban,1639519,349,894504,24,36,0,0
32,Female,Urban,1826657,569,886519,48,7,3,0
38,Male,Rural,1348175,677,363770,60,26,0,1
36,Female,Urban,1037745,841,471312,24,19,3,0
46,Female,Urban,761231,457,238162,60,33,4,0
42,Male,Urban,889123,420,64610,72,3,2,0
50,Male,Rural,1988336,877,687322,36,14,0,1
49,Male,Urban,245568,400,795819,12,12,5,0
52,Male,Urban,235574,632,67279,60,21,0,1
61,Male,Urban,166740,594,844994,72,25,5,0
55,Female,Urban,1166252,725,561313,36,8,3,1
43,Male,Urban,1930726,383,702468,48,4,4,0
28,Female,Rural,871641,354,54077,36,29,4,0
